article,available_sizes,beautyDiscount,brandName,brand_route,brand_title,colection,discount,discountId,hasVariantPrice,id,image,image_count,images,item,line,mannequins,maxPrice,maxPriceOld,minPrice,minPriceOld,model,monoBrand,newIn,outfit,price,priceInStore,priceOld,route,season,sizeTable_name,sizeTable_show,sizeTable_title,title,variant_count,warehouse
1,XS,,Arlington,/az/brands/arlington,16ARLINGTON,woman,50,,False,148826,148826-349391_1624270846900.5187268p320.JPG,4,"148826-349391_1624270846900.5187268p320.JPG, 148826-349392_1624270851068.5187268p866.jpg, 148826-349393_1624270855137.5187268p500.JPG, 148826-349394_1624270859347.5187268p827.JPG",trousers,Pre,,243,486,243,486,TR-023-A19,False,False,148826-349392_1624270851068.5187268p866.jpg,243,False,486,/az/products/enli-bicimli-velvet-salvar-148826,2019-20,xl,False,XL,Enli biçimli velvet şalvar,1,Premium
35PW,L,,Golden Goose,/az/brands/goldengoose,Golden Goose,woman,50,,False,148824,148824-350127_1625033103710.5187248p942.JPG,4,"148824-350127_1625033103710.5187248p942.JPG, 148824-350128_1625033108047.5187248p995.JPG, 148824-350129_1625033112131.5187248p533.JPG, 148824-350130_1625033116301.5187248p58.JPG",shirt,PRE,,227.5,455,227.5,455,G35WP042.A1,False,False,148824-350128_1625033108047.5187248p995.JPG,227.5,False,455,/az/products/klassik-yaxali-koynek-148824,2019-20,xl,False,XL,Klassik yaxalı köynək,1,Premium
1,M,,Victoria Beckham,/az/brands/victoriabeckham,Victoria Beckham,woman,50,,False,148822,148822-349871_1624621035666.5187228p920.JPG,4,"148822-349871_1624621035666.5187228p920.JPG, 148822-349872_1624621040269.5187228p687.JPG, 148822-349873_1624621045101.5187228p416.JPG, 148822-349874_1624621049517.5187228p967.JPG",jumper,main,,219.5,439,219.5,439,KJU 000 350A VVB AW19,False,False,148822-349872_1624621040269.5187228p687.JPG,219.5,False,439,/az/products/bogazli-yaxa-dizaynli-sviter-148822,2019-20,xl,False,XL,Boğazlı yaxa dizaynlı sviter,1,Premium
MORENA,M,,Alice+Olivia,/az/brands/aliceolivia,Alice + Olivia,woman,50,,False,148820,148820-349735_1624514601659.5187208p705.JPG,4,"148820-349735_1624514601659.5187208p705.JPG, 148820-349736_1624514606196.5187208p716.jpg, 148820-349737_1624514611122.5187208p193.JPG, 148820-349738_1624514615303.5187208p888.JPG",skirt,Pre,,216,432,216,432,CC906S14706,False,False,148820-349736_1624514606196.5187208p716.jpg,216,False,432,/az/products/naxisli-midi-etek-148820,2019-20,xl,False,XL,Naxışlı midi ətək,1,Premium
1,6,,Victoria Beckham,/az/brands/victoriabeckham,Victoria Beckham,woman,50,,False,148819,148819-349379_1624263966218.5187198p134.JPG,4,"148819-349379_1624263966218.5187198p134.JPG, 148819-349380_1624263970334.5187198p654.jpg, 148819-349381_1624263974560.5187198p521.JPG, 148819-349382_1624263978711.5187198p532.JPG",trousers,Pre,,214,428,214,428,TRVV 136B PAW19,False,False,148819-349380_1624263970334.5187198p654.jpg,214,False,428,/az/products/kemerli-salvar-148819,2019-20,it,False,IT,Kəmərli şalvar,1,Premium
1,6,,Veronica Beard,/az/brands/veronicabeard,Veronica Beard,woman,50,,False,148816,148816-349375_1624263535340.5187168p490.JPG,4,"148816-349375_1624263535340.5187168p490.JPG, 148816-349376_1624263539506.5187168p677.JPG, 148816-349377_1624263544322.5187168p977.JPG, 148816-349378_1624263548652.5187168p134.JPG",skirt,Main,,208,416,208,416,1908TW0133247,False,False,148816-349376_1624263539506.5187168p677.JPG,208,False,416,/az/products/duyme-detalli-tvid-mini-etek-148816,2019-20,xl,False,XL,Düymə detallı tvid mini ətək,1,Premium
1,XS,,Arlington,/az/brands/arlington,16ARLINGTON,woman,50,,False,148813,148813-349727_1624513111672.5187138p933.JPG,4,"148813-349727_1624513111672.5187138p933.JPG, 148813-349728_1624513115768.5187138p348.jpg, 148813-349729_1624513120264.5187138p594.JPG, 148813-349730_1624513124320.5187138p212.JPG",shirt,Pre,,206,412,206,412,T-048-A19,False,False,148813-349728_1624513115768.5187138p348.jpg,206,False,412,/az/products/dairevi-payetli-koynek-148813,2019-20,xl,False,XL,Dairəvi payetli köynək,1,Premium
35MW,S,,Golden Goose,/az/brands/goldengoose,Golden Goose,woman,50,,False,148810,148810-349723_1624512657124.5187108p559.JPG,4,"148810-349723_1624512657124.5187108p559.JPG, 148810-349724_1624512661730.5187108p407.jpg, 148810-349725_1624512665972.5187108p976.JPG, 148810-349726_1624512670163.5187108p342.JPG",pant,main,,197,394,197,394,G35WP119.A1,False,False,148810-349724_1624512661730.5187108p407.jpg,197,False,394,/az/products/elastik-belli-salvar-148810,2019-20,xl,False,XL,Elastik belli şalvar,1,Premium
35PW,XXS,,Golden Goose,/az/brands/goldengoose,Golden Goose,woman,50,,False,148808,148808-349371_1624262788367.5187088p482.JPG,4,"148808-349371_1624262788367.5187088p482.JPG, 148808-349372_1624262792515.5187088p369.JPG, 148808-349373_1624262796684.5187088p491.JPG, 148808-349374_1624262803144.5187088p774.JPG",pants,PRE,,197,394,197,394,G35WP018.A3,False,False,148808-349372_1624262792515.5187088p369.JPG,197,False,394,/az/products/zolaqli-dizaynli-hundurbel-salvar-148808,2019-20,xl,False,XL,Zolaqlı dizaynlı hündürbel şalvar,1,Premium
1,"36, 38, 40",,Isabel Marant,/az/brands/isabelmarant,Isabel Marant,woman,50,,False,148802,148802-349715_1624454677085.5187028p983.JPG,4,"148802-349715_1624454677085.5187028p983.JPG, 148802-349716_1624454681527.5187028p242.JPG, 148802-349717_1624454685844.5187028p48.JPG, 148802-349718_1624454690165.5187028p936.JPG",sweater,,,185.5,371,185.5,371,19APU1066-19A070E,False,False,148802-349716_1624454681527.5187028p242.JPG,185.5,False,371,/az/products/dairevi-yaxali-sviter-148802,2019-20,it,False,IT,Dairəvi yaxalı sviter,3,Premium
1,"S, XS",,Rta,/az/brands/rta,Rta,woman,50,,False,148800,148800-349711_1624454086741.5187008p27.JPG,4,"148800-349711_1624454086741.5187008p27.JPG, 148800-349712_1624454091014.5187008p442.JPG, 148800-349713_1624454095337.5187008p390.JPG, 148800-349714_1624454099592.5187008p419.JPG",jacket,Pre,,185.5,371,185.5,371,WU9143,False,False,148800-349712_1624454091014.5187008p442.JPG,185.5,False,371,/az/products/cib-dizaynli-godekce-148800,2019-20,xl,False,XL,Cib dizaynlı gödəkçə,2,Premium
1,XS,,Arlington,/az/brands/arlington,16ARLINGTON,woman,50,,False,148796,148796-349359_1624260087789.5186968p819.JPG,4,"148796-349359_1624260087789.5186968p819.JPG, 148796-349360_1624260092027.5186968p389.JPG, 148796-349361_1624260096125.5186968p479.JPG, 148796-349362_1624260100634.5186968p874.JPG",trousers,Pre,,181,362,181,362,TR-017-A19,False,False,148796-349360_1624260092027.5186968p389.JPG,181,False,362,/az/products/damali-printli-salvar-148796,2019-20,xl,False,XL,Damalı printli şalvar,1,Premium
1,38,,Joseph Joseph,/az/brands/joseph,Joseph,woman,50,,False,148782,148782-349351_1624258928493.5186828p487.JPG,4,"148782-349351_1624258928493.5186828p487.JPG, 148782-349352_1624258932677.5186828p954.jpg, 148782-349353_1624258936745.5186828p182.JPG, 148782-349354_1624258940826.5186828p684.JPG",wool,Pre,,162,324,162,324,JP000736,False,False,148782-349352_1624258932677.5186828p954.jpg,162,False,324,/az/products/elastik-belli-klassik-salvar-148782,2019-20,it,False,IT,Elastik belli klassik şalvar,1,Premium
DESTINY,M,,Keepsake,/az/brands/keepsake,Keepsake,woman,50,,False,148767,148767-349675_1624448392859.5186678p648.JPG,4,"148767-349675_1624448392859.5186678p648.JPG, 148767-349676_1624448396891.5186678p30.jpg, 148767-349677_1624448400911.5186678p510.JPG, 148767-349678_1624448405578.5186678p837.JPG",pants,Main,,137.5,275,137.5,275,30190818,False,False,148767-349676_1624448396891.5186678p30.jpg,137.5,False,275,/az/products/lelek-dizaynli-salvar-148767,2019-20,xl,False,XL,Lələk dizaynlı şalvar,1,Premium
1,38,,Paul & Joe,/az/brands/pauljoe,Paul & Joe,woman,50,,False,148758,148758-349343_1624257762632.5186588p25.JPG,4,"148758-349343_1624257762632.5186588p25.JPG, 148758-349344_1624257766765.5186588p630.jpg, 148758-349345_1624257771227.5186588p391.JPG, 148758-349346_1624257775374.5186588p416.JPG",pants,Pre,,131.5,263,131.5,263,10POWER,False,False,148758-349344_1624257766765.5186588p630.jpg,131.5,False,263,/az/products/damali-printli-salvar-148758,2019-20,it,False,IT,Damalı printli şalvar,1,Premium
1,S,,Isabel Marant,/az/brands/isabelmarant,Isabel Marant,woman,50,,False,148739,148739-350775_1625558912573.5186398p92.JPG,4,"148739-350775_1625558912573.5186398p92.JPG, 148739-350776_1625558916728.5186398p266.jpg, 148739-350777_1625558920640.5186398p348.JPG, 148739-350778_1625558924639.5186398p218.JPG",trousers,,,106.5,213,106.5,213,19APA1070-19A001W,False,False,148739-350776_1625558916728.5186398p266.jpg,106.5,False,213,/az/products/elastik-belli-leggins-148739,2019-20,xl,False,XL,Elastik belli leggins,1,Premium
1,26,,Rta,/az/brands/rta,Rta,woman,50,,False,148738,148738-350952_1625658077606.5186388p53.JPG,4,"148738-350952_1625658077606.5186388p53.JPG, 148738-350953_1625658081616.5186388p659.JPG, 148738-350954_1625658085611.5186388p14.JPG, 148738-350955_1625658089634.5186388p897.JPG",skirt,Pre,,102.5,205,102.5,205,WU9337,False,False,148738-350953_1625658081616.5186388p659.JPG,102.5,False,205,/az/products/dar-bicimli-denim-mini-etek-148738,2019-20,denim,True,DENIM,Dar biçimli denim mini-ətək,1,Premium
RAE,S,,Finders Keepers,/az/brands/finderskeepers,Finders Keepers,woman,50,,False,148736,148736-349635_1624435077524.5186368p730.JPG,4,"148736-349635_1624435077524.5186368p730.JPG, 148736-349636_1624435081710.5186368p351.JPG, 148736-349637_1624435085907.5186368p873.JPG, 148736-349638_1624435089939.5186368p83.JPG",dress,Pre,,100,200,100,200,20190617,False,False,148736-349636_1624435081710.5186368p351.JPG,100,False,200,/az/products/v-kesimli-yaxali-dar-bcimli-mini-don-148736,2019-20,xl,False,XL,V-kəsimli yaxalı dar bçimli mini-don,1,Premium
WEST,XS,,Finders Keepers,/az/brands/finderskeepers,Finders Keepers,woman,50,,False,148728,148728-349151_1623931608978.5186288p850.JPG,4,"148728-349151_1623931608978.5186288p850.JPG, 148728-349152_1623931613881.5186288p57.JPG, 148728-349153_1623931618807.5186288p407.JPG, 148728-349154_1623931623030.5186288p58.JPG",dress,Main,,85,170,85,170,20190804,False,False,148728-349152_1623931613881.5186288p57.JPG,85,False,170,/az/products/duyme-dizaynli-don-148728,2019-20,xl,False,XL,Düymə dizaynlı don,1,Premium
KANSAS,"S, XS",,Finders Keepers,/az/brands/finderskeepers,Finders Keepers,woman,50,,False,148715,148715-349611_1624429200918.5186158p327.JPG,4,"148715-349611_1624429200918.5186158p327.JPG, 148715-349612_1624429205348.5186158p179.JPG, 148715-349613_1624429209638.5186158p132.JPG, 148715-349614_1624429214482.5186158p605.JPG",skirt,Pre,,52.5,105,52.5,105,20190611,False,False,148715-349612_1624429205348.5186158p179.JPG,52.5,False,105,/az/products/duymelerle-detalli-mini-etek-148715,2019-20,xl,False,XL,Düymələrlə detallı mini-ətək,2,Premium
9173,38,,Etro,/az/brands/etro,Etro,woman,50,,False,148711,148711-340824_1618301090840.5186078p293.JPG,4,"148711-340824_1618301090840.5186078p293.JPG, 148711-340825_1618301095709.5186078p75.JPG, 148711-340826_1618301100780.5186078p552.JPG, 148711-340827_1618301105629.5186078p466.JPG",dress,RTW,,575,1150,575,1150,18215,False,False,148711-340825_1618301095709.5186078p75.JPG,575,False,1150,/az/products/zolaqli-don-148711,2019-20,it,False,IT,Zolaqlı don,1,Premium
9221,38,,Etro,/az/brands/etro,Etro,woman,50,,False,148686,148686-340719_1618295986704.5185828p441.JPG,4,"148686-340719_1618295986704.5185828p441.JPG, 148686-340720_1618295991768.5185828p408.JPG, 148686-340721_1618295996505.5185828p679.JPG, 148686-340722_1618296001689.5185828p123.JPG",sweater,RTW,,361,722,361,722,18248,False,False,148686-340720_1618295991768.5185828p408.JPG,361,False,722,/az/products/bogazli-yaxa-dizaynli-printli-sviter-148686,2019-20,it,False,IT,Boğazlı yaxa dizaynlı printli sviter,1,Premium
9163,38,,Etro,/az/brands/etro,Etro,woman,50,,False,148674,148674-340775_1618298591060.5185708p132.JPG,4,"148674-340775_1618298591060.5185708p132.JPG, 148674-340776_1618298596484.5185708p819.JPG, 148674-340777_1618298601192.5185708p298.JPG, 148674-340778_1618298607060.5185708p771.JPG",dress,RTW,,491,982,491,982,18178,False,False,148674-340776_1618298596484.5185708p819.JPG,491,False,982,/az/products/zolaqli-don-148674,2019-20,it,False,IT,Zolaqlı don,1,Premium
5085,40,,Etro,/az/brands/etro,Etro,woman,50,,False,148670,148670-341215_1618467111512.5185668p76.JPG,4,"148670-341215_1618467111512.5185668p76.JPG, 148670-341216_1618467116920.5185668p401.JPG, 148670-341217_1618467122001.5185668p504.JPG, 148670-341218_1618467126795.5185668p417.JPG",trousers,RTW,,361,722,361,722,17650,False,False,148670-341216_1618467116920.5185668p401.JPG,361,False,722,/az/products/printli-salvar-148670,2019-20,it,False,IT,Printli şalvar,1,Premium
594,42,,Etro,/az/brands/etro,Etro,woman,50,,False,148669,148669-340663_1618291570569.5185658p285.JPG,4,"148669-340663_1618291570569.5185658p285.JPG, 148669-340664_1618291575034.5185658p325.JPG, 148669-340665_1618291579570.5185658p53.JPG, 148669-340666_1618291584465.5185658p398.JPG",trousers,RTW,,155.5,311,155.5,311,17647,False,False,148669-340664_1618291575034.5185658p325.JPG,155.5,False,311,/az/products/klassik-uslublu-salvar-148669,2019-20,it,False,IT,Klassik üslublu şalvar,1,Premium
534,48,,Etro,/az/brands/etro,Etro,woman,50,,False,148666,148666-341211_1618466998467.5185628p812.JPG,4,"148666-341211_1618466998467.5185628p812.JPG, 148666-341212_1618467003542.5185628p795.JPG, 148666-341213_1618467008922.5185628p445.JPG, 148666-341214_1618467014176.5185628p402.JPG",skirt,RTW,,361,722,361,722,17690,False,False,148666-341212_1618467003542.5185628p795.JPG,361,False,722,/az/products/tvid-etek-148666,2019-20,it,False,IT,Tvid ətək,1,Premium
631,40,,Etro,/az/brands/etro,Etro,woman,50,,False,148649,148649-340755_1618297681927.5185458p494.JPG,4,"148649-340755_1618297681927.5185458p494.JPG, 148649-340756_1618297687040.5185458p208.JPG, 148649-340757_1618297692572.5185458p352.JPG, 148649-340758_1618297697655.5185458p749.JPG",trousers,RTW,,444.5,889,444.5,889,17641,False,False,148649-340756_1618297687040.5185458p208.JPG,444.5,False,889,/az/products/naxis-printli-salvar-148649,2019-20,it,False,IT,Naxış printli şalvar,1,Premium
MI001,40,,Roberto Cavalli,/az/brands/robertocavalli,Roberto Cavalli,woman,20,,False,148540,148540-349911_1624880604463.5180908p926.JPG,4,"148540-349911_1624880604463.5180908p926.JPG, 148540-349912_1624880609022.5180908p767.JPG, 148540-349913_1624880613319.5180908p637.JPG, 148540-349914_1624880617375.5180908p656.JPG",dress,Fashion Show Woman,,867.2,1084,867.2,1084,JWM130,False,False,148540-349912_1624880609022.5180908p767.JPG,867.2,False,1084,/az/products/kesim-dizaynli-don-148540,2019-20,it,False,IT,Kəsim dizaynlı don,1,Premium
FY058,40,,Roberto Cavalli,/az/brands/robertocavalli,Roberto Cavalli,woman,20,,False,148538,148538-348704_1623646233134.5180888p493.JPG,4,"148538-348704_1623646233134.5180888p493.JPG, 148538-348705_1623646237537.5180888p752.JPG, 148538-348706_1623646242023.5180888p27.JPG, 148538-348707_1623646246192.5180888p429.JPG",dress,Fashion Show Woman,,669.6,837,669.6,837,JWT155,False,False,148538-348705_1623646237537.5180888p752.JPG,669.6,False,837,/az/products/asimmetrik-yaxa-dizaynli-don-148538,2019-20,it,False,IT,Asimmetrik yaxa dizaynlı don,1,Premium
ORS06,40,,Roberto Cavalli,/az/brands/robertocavalli,Roberto Cavalli,woman,50,,False,148525,148525-348692_1623418442241.5180758p514.JPG,4,"148525-348692_1623418442241.5180758p514.JPG, 148525-348693_1623418446447.5180758p738.JPG, 148525-348694_1623418450583.5180758p785.JPG, 148525-348695_1623418454701.5180758p710.JPG",pants,Main Woman,,377,754,377,754,JQT202,False,False,148525-348693_1623418446447.5180758p738.JPG,377,False,754,/az/products/bebir-printli-salvar-148525,2019-20,it,False,IT,Bəbir printli şalvar,1,Premium
DN002,"40, 46, 50, 42, 38",,Roberto Cavalli,/az/brands/robertocavalli,Roberto Cavalli,woman,50,,False,148519,148519-348644_1623406829639.5180698p955.JPG,4,"148519-348644_1623406829639.5180698p955.JPG, 148519-348645_1623406833902.5180698p577.JPG, 148519-348646_1623406838410.5180698p304.JPG, 148519-348647_1623406842424.5180698p536.JPG",jeans,Main Woman,,263.5,527,263.5,527,JQJ232,False,False,148519-348645_1623406833902.5180698p577.JPG,263.5,False,527,/az/products/dar-bicimli-denim-salvar-148519,2019-20,it,False,IT,Dar biçimli denim şalvar,5,Premium
F0366,40,,Roland Mouret,/az/brands/rolandmouret,Roland Mouret,woman,50,,False,148496,148496-345185_1621148232587.5180208p338.JPG,4,"148496-345185_1621148232587.5180208p338.JPG, 148496-345186_1621148237022.5180208p926.JPG, 148496-345187_1621148242123.5180208p579.JPG, 148496-345188_1621148246419.5180208p82.JPG",jumpsuit,Main,,705,1410,705,1410,S0687,False,False,148496-345186_1621148237022.5180208p926.JPG,705,False,1410,/az/products/boyundan-baglanmali-kombinezon-148496,2019-20,it,False,IT,Boyundan bağlanmalı kombinezon,1,Premium
1,6,,Oscar de la Renta,/az/brands/oscardelarenta,Oscar de la Renta,woman,50,,False,148490,148490-343823_1620106748151.5180148p80.JPG,4,"148490-343823_1620106748151.5180148p80.JPG, 148490-343824_1620106752367.5180148p511.JPG, 148490-343825_1620106756863.5180148p813.JPG, 148490-343826_1620106761022.5180148p617.JPG",pants,Main,,551.5,1103,551.5,1103,19FN314BIS,False,False,148490-343824_1620106752367.5180148p511.JPG,551.5,False,1103,/az/products/duymeli-dizaynli-salvar-148490,2019-20,it,False,IT,Düyməli dizaynlı şalvar,1,Premium
ATOMICA,36,,Altuzarra,/az/brands/altuzarra,Altuzarra,woman,50,,False,148485,148485-345409_1621164531775.5180098p259.JPG,4,"148485-345409_1621164531775.5180098p259.JPG, 148485-345410_1621164535841.5180098p884.JPG, 148485-345411_1621164540007.5180098p5.JPG, 148485-345412_1621164544153.5180098p50.JPG",pants,Main,,534.5,1069,534.5,1069,419-623 1030,False,False,148485-345410_1621164535841.5180098p884.JPG,534.5,False,1069,/az/products/hundurbel-deri-salvar-148485,2019-20,it,False,IT,Hündürbel dəri şalvar,1,Premium
SERGE,40,,Altuzarra,/az/brands/altuzarra,Altuzarra,woman,50,,False,148483,148483-343799_1620044948462.5180078p77.JPG,4,"148483-343799_1620044948462.5180078p77.JPG, 148483-343800_1620044952683.5180078p713.JPG, 148483-343801_1620044957255.5180078p894.JPG, 148483-343802_1620044961489.5180078p490.JPG",pants,Pre,,552,1104,552,1104,319-612 1030,False,False,148483-343800_1620044952683.5180078p713.JPG,552,False,1104,/az/products/klyos-bicimli-deri-salvar-148483,2019-20,it,False,IT,Klyoş biçimli dəri şalvar,1,Premium
1,42,,Oscar de la Renta,/az/brands/oscardelarenta,Oscar de la Renta,woman,50,,False,148481,148481-345393_1621164009432.5180058p839.JPG,4,"148481-345393_1621164009432.5180058p839.JPG, 148481-345394_1621164013978.5180058p519.JPG, 148481-345395_1621164018811.5180058p867.JPG, 148481-345396_1621164022951.5180058p15.JPG",skirt,Main,,477,954,477,954,19FN414SWAI,False,False,148481-345394_1621164013978.5180058p519.JPG,477,False,954,/az/products/kemerli-midi-etek-148481,2019-20,it,False,IT,Kəmərli midi ətək,1,Premium
BB325A,"38, 40",,Antonio Berardi,/az/brands/antonioberardi,Antonio Berardi,woman,50,,False,148477,148477-345000_1620476381868.5180018p141.JPG,4,"148477-345000_1620476381868.5180018p141.JPG, 148477-345001_1620476386083.5180018p369.JPG, 148477-345002_1620476390165.5180018p0.JPG, 148477-345003_1620476394648.5180018p965.JPG",trousers,,,314,628,314,628,ABPB1041,False,False,148477-345001_1620476386083.5180018p369.JPG,314,False,628,/az/products/zolaqli-detalli-mexmer-salvar-148477,2019-20,it,False,IT,Zolaqlı detallı məxmər şalvar,2,Premium
W0026,38,,Isola Marras,/az/brands/isolamarras,Isola Marras,woman,50,,False,148476,148476-344996_1620475593353.5180008p600.JPG,4,"148476-344996_1620475593353.5180008p600.JPG, 148476-344997_1620475598074.5180008p144.JPG, 148476-344998_1620475603801.5180008p806.JPG, 148476-344999_1620475608049.5180008p149.JPG",skirt,Pre,,278,556,278,556,HI7326,False,False,148476-344997_1620475598074.5180008p144.JPG,278,False,556,/az/products/damali-asimmetrik-etek-148476,2019-20,it,False,IT,Damalı asimmetrik ətək,1,Premium
EVANNA,46,,Erdem,/az/brands/erdem,Erdem,woman,50,,False,148472,148472-345383_1621163706511.5179968p70.JPG,4,"148472-345383_1621163706511.5179968p70.JPG, 148472-345384_1621163711107.5179968p867.JPG, 148472-345385_1621163715400.5179968p434.JPG, 148472-345386_1621163719682.5179968p464.JPG",dress,,,443,886,443,886,21180LTT,False,False,148472-345384_1621163711107.5179968p867.JPG,443,False,886,/az/products/gul-printli-maksi-don-148472,2019-20,it,False,IT,Gül printli maksi don,1,Premium
1,4,,Oscar de la Renta,/az/brands/oscardelarenta,Oscar de la Renta,woman,50,,False,148471,148471-1d51e63d17b711de180d9c7052879d78.JPG,4,"148471-1d51e63d17b711de180d9c7052879d78.JPG, 148471-345e4d13e0e1f4bc783d451ef72930eb.JPG, 148471-e2a3c31d679e2972f926adcd282b5525.JPG, 148471-ed3b0eff1e4b8da9845852d4c039d801.JPG",pant,,,440,880,440,880,19PN308BIS,False,False,148471-345e4d13e0e1f4bc783d451ef72930eb.JPG,440,False,880,/az/products/enli-bicimli-salvar-148471,2019-20,it,False,IT,Enli biçimli şalvar,1,Premium
MELANIA,40,,Fontana Couture,/az/brands/fontanacouture,Fontana Couture,woman,50,,False,148465,148465-345401_1621164307619.5179898p998.JPG,4,"148465-345401_1621164307619.5179898p998.JPG, 148465-345402_1621164311901.5179898p9.JPG, 148465-345403_1621164316698.5179898p964.JPG, 148465-345404_1621164320951.5179898p673.JPG",skirt,,,526,1052,526,1052,I20003K2,False,False,148465-345402_1621164311901.5179898p9.JPG,526,False,1052,/az/products/timsah-derisi-effektli-etek-148465,2019-20,it,False,IT,Timsah dərisi effektli ətək,1,Premium
YVONNA,44,,Erdem,/az/brands/erdem,Erdem,woman,50,,False,148461,148461-343763_1620038573377.5179858p736.JPG,4,"148461-343763_1620038573377.5179858p736.JPG, 148461-343764_1620038577511.5179858p118.JPG, 148461-343765_1620038581981.5179858p37.JPG, 148461-343766_1620038586188.5179858p728.JPG",top,,,355.5,711,355.5,711,5776NLTS,False,False,148461-343764_1620038577511.5179858p118.JPG,355.5,False,711,/az/products/zolaqli-bluz-148461,2019-20,it,False,IT,Zolaqlı bluz,1,Premium
BABETTE,42,,Jenny Packham,/az/brands/jennypackham,Jenny Packham,woman,50,,False,148454,148454-343851_1620112405093.5179788p846.JPG,4,"148454-343851_1620112405093.5179788p846.JPG, 148454-343852_1620112409149.5179788p501.JPG, 148454-343853_1620112413641.5179788p65.JPG, 148454-343854_1620112417674.5179788p271.JPG",jumpsuit,,,898.5,1797,898.5,1797,KKJS101,False,False,148454-343852_1620112409149.5179788p501.JPG,898.5,False,1797,/az/products/payetlerle-bezedilmis-kombinezon-148454,2019-20,it,False,IT,Payetlərlə bəzədilmiş kombinezon,1,Premium
F2241,"40, 44",,Roland Mouret,/az/brands/rolandmouret,Roland Mouret,woman,50,,False,148438,148438-343807_1620047417842.5179628p459.JPG,4,"148438-343807_1620047417842.5179628p459.JPG, 148438-343808_1620047422092.5179628p603.JPG, 148438-343809_1620047427224.5179628p749.JPG, 148438-343810_1620047431265.5179628p861.JPG",dress,Pre,,576.5,1153,576.5,1153,S0697,False,False,148438-343808_1620047422092.5179628p603.JPG,576.5,False,1153,/az/products/volanli-qollari-olan-don-148438,2019-20,it,False,IT,Volanlı qolları olan don,2,Premium
RPL0100,46,,Rochas,/az/brands/rochas,Rochas,woman,50,,False,148431,148431-7983227b978482ab390c10c06ade9500.JPG,4,"148431-7983227b978482ab390c10c06ade9500.JPG, 148431-6a13f26ce695096af5d35279e497bd00.JPG, 148431-7c19bba0fb8492b733b45e8539a55282.JPG, 148431-8336eeec251eba9474e5f0cdb8c33b45.JPG",skirt,pre,,599,1198,599,1198,ROPP650667,False,False,148431-6a13f26ce695096af5d35279e497bd00.JPG,599,False,1198,/az/products/dar-bicimli-deri-etek-148431,2019-20,it,False,IT,Dar biçimli dəri ətək,1,Premium
1,40,,Oscar de la Renta,/az/brands/oscardelarenta,Oscar de la Renta,woman,50,,False,148430,148430-345117_1621145710951.5179548p960.JPG,4,"148430-345117_1621145710951.5179548p960.JPG, 148430-345118_1621145715272.5179548p227.JPG, 148430-345119_1621145719891.5179548p53.JPG, 148430-345120_1621145724182.5179548p489.JPG",blouse,,,587,1174,587,1174,19PN723BBJ,False,False,148430-345118_1621145715272.5179548p227.JPG,587,False,1174,/az/products/printli-ipek-bluz-148430,2019-20,it,False,IT,Printli ipək bluz,1,Premium
RAFFAELE,M,,Erdem,/az/brands/erdem,Erdem,woman,50,,False,148428,148428-345111_1621145304009.5179528p104.JPG,4,"148428-345111_1621145304009.5179528p104.JPG, 148428-345112_1621145308212.5179528p244.JPG, 148428-345113_1621145312975.5179528p301.JPG, 148428-345114_1621145317437.5179528p231.JPG",skirt,,,573,1146,573,1146,4475BZRLJ,False,False,148428-345112_1621145308212.5179528p244.JPG,573,False,1146,/az/products/bant-detalli-gul-naxisli-etek-148428,2019-20,xl,False,XL,Bant detallı gül naxışlı ətək,1,Premium
RP250850,"42, 44",,Rochas,/az/brands/rochas,Rochas,woman,50,,False,148425,148425-343791_1620044372692.5179498p625.JPG,4,"148425-343791_1620044372692.5179498p625.JPG, 148425-343792_1620044377444.5179498p384.JPG, 148425-343793_1620044382558.5179498p88.JPG, 148425-343794_1620044386960.5179498p538.JPG",skirt,pre,,546,1092,546,1092,ROPP351432,False,False,148425-343792_1620044377444.5179498p384.JPG,546,False,1092,/az/products/naxisli-midi-etek-148425,2019-20,it,False,IT,Naxışlı midi ətək,2,Premium
LACE CARDIGAN,37,,Peter Pilotto,/az/brands/peterpilotto,Peter Pilotto,woman,50,,False,148424,148424-345405_1621164406665.5179488p254.JPG,4,"148424-345405_1621164406665.5179488p254.JPG, 148424-345406_1621164411226.5179488p371.JPG, 148424-345407_1621164415591.5179488p604.JPG, 148424-345408_1621164420047.5179488p373.JPG",cardigan,,,537,1074,537,1074,TP31 PF19,False,False,148424-345406_1621164411226.5179488p371.JPG,537,False,1074,/az/products/gupurlu-kardiqan-148424,2019-20,it,False,IT,Güpurlu kardiqan,1,Premium
1,36,,Nina Ricci,/az/brands/nina-ricci,Nina Ricci,woman,50,,False,148423,148423-345101_1621144937275.5179478p50.JPG,4,"148423-345101_1621144937275.5179478p50.JPG, 148423-345102_1621144941541.5179478p493.JPG, 148423-345103_1621144946636.5179478p806.JPG, 148423-345104_1621144950765.5179478p369.JPG",pants,Main,,507,1014,507,1014,19IICPA001WV0267,False,False,148423-345102_1621144941541.5179478p493.JPG,507,False,1014,/az/products/damali-enli-bicimli-salvar-148423,2019-20,it,False,IT,Damalı enli biçimli şalvar,1,Premium
